Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Malaysia,264600388.1,130993525.5,58146751.95,43446730.39,46386734.7,132300194,124133515.4,77746780.7,117273505.3,373707214.8,163660240,60938452.16,-68095827.85,431787765.1,22433941.39,42055296.47,1154402290,986477377.9,910173477,1882617862,612802801.1,-1546357077,-2335368110,-1505654281,647709846.5,1601261678,1690528007,4463339575,3600145564,2355988278,899856740.1,-1798807099,802607295.7,-66819600.68,-1194177717,-3490430622,1397169886,913833487.1,15873420302,19828157895,18019473684,16181842105,17400263158,21700789474,25414473684,31496198138,35456849547,38460318906,51542148543,41006916436,40588161698,46400608104,33828012876,27598385101,31354839498,22683943184,20039192525,21917407075,24065106453,27486823562,21488160292,27025077867,29327073193,20382943825
North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Namibia,,,,,,,,,,,,,,,,,,,,,341821725.8,-256449254.1,-181591975.1,-174755472.6,-120549076.5,184968265.9,186926865.4,-112888597.6,37511549.32,85173133.79,-185203403.4,-175931503.6,-203839637.5,-93905853.03,-47023767.62,-166433789.1,-228775379.7,-313665173.5,-363708413,-318747622.5,-143551468.4,-230238799.7,-69576416.17,-447990012.6,-149789734.6,9913774.516,312045218.8,-465746488.1,-1061952785,-1844664724,-1315591897,-1391293126,-2621026655,-2736351946,-3114573886,-3003515601,-2567628966,-1802492011,-1361187982,-1266657879,-1012812293,-2434791759,-2314628936,-2814303431
New Caledonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-410393794.5,-416888327.2,-525448530.7,-484132326.3,-451725915.9,-392742458.7,-447298822.2,-385981877.9,-722378551.6,-712278239.6,-506334419.7,-684832737.1,-748793643.6,-1015683610,-860315416.7,-1183838294,-1412180279,-1535101218,-2793644067,-2200120177,-2600436244,-2759993427,-2727388879,-2784133386,-2316888848,-2089170094,-1701172586,-1551568913,,,,,,
Niger,-1370752.509,-7695361.311,-19483984.19,-5928146.404,-28161572.88,-30509104.32,-25514692.61,-39571026.35,-40621743.1,-44532904.05,-47627892.88,-22424787.74,-46653258.37,-77795213.15,-171389703.6,-123191032.8,-128531631.3,-125102616.2,-94006830.58,-175703794.4,-339700715.5,-261498601.7,-305203480.1,-109798260.8,-59400453.22,-175098845.2,-13165797.77,-97775917.19,-120600721.1,-146000778.5,-192459702.1,-207013717.6,-174164820.5,-130666983.4,-142650090.3,-131277585.2,-143093836.9,-139676679.8,-187139025,-153889685.3,-135253338.6,-149421552,-194663627,-231963186.9,-317643374.9,-417506891.2,-418107362.2,-537024430.9,-974246039.6,-1437823637,-1537040291,-1725401169,-1214639815,-1261453976,-1504504100,-1567885079,-1260490925,-1505294608,-1918840375,-2008684183,-2204271176,-2539794062,-2204718748,-2147650785
Nigeria,-322411051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicaragua,-5717041.03,-2811152.822,-6656602.073,-4216702.19,-5644237.409,-17530009.44,-42532820.78,-56397303.95,-25687292.53,-20956667.79,-19148812.96,-18559053.45,49614512.88,-104835617.7,-205881942.4,-140714504.3,21173553.12,-118814038.3,67243974.12,217774398.3,-408265314.4,-481003303.2,-247325345.2,-291616955.6,-405530300.8,-189470875.8,-232459536,-76626697.59,-1059971933,-330852056.5,-215963869.3,-456824742.3,-645680000,-481797385.6,-494544196.4,-490630039.8,-637124339.1,-841401617.6,-850346785,-1237173961,-1077211608,-1064801164,-1065484318,-1105164339,-1220895660,-1446411448,-1675754317,-1996747036,-2366675881,-1579292934,-1701827890,-2130191916,-2131554644,-2257676351,-1981902133,-2299605847,-2132388112,-1889025683,-1228305999,-562983618.5,-649115390.2,-1903811898,-2448513375,-2366086029
Netherlands,,,,,,,,,,611798612.3,195855603.6,940433584,2565120846,3843968154,4786280843,5259495469,5533782297,3708195205,3075533714,3439706690,3500606296,9423038947,9708016011,7966659717,10259458104,8962418392,10457692031,9754287424,11195472182,12556469916,17883441849,19451513437,20174407268,24988427860,27817382250,33823771617,31287581699,30213462842,30467673850,28049104555,30149484438,31443761454,35473198312,41785064886,54443116593,61353555872,67090411938,65052481087,86778984923,71142272210,72400038600,78468693473,82521976395,89195079396,99609660307,59405539190,86519974912,90871553835,98121967356,92567108267,95585823574,1.0276E+11,91883758920,1.28927E+11
Norway,,,,,,,,,,,-79939520.36,-370328377.7,131447132.8,-86544798.64,-728017762.7,-1901509499,-3003940255,-3777589931,68099879.82,1118263857,3719023324,4442198798,3051440967,4676826928,5298903388,4588935933,-2846903864,-2278144712,-862053091.9,3308422044,7269996965,9249564238,8479684609,7399247262,7441623215,9027812855,14166175695,12776741030,2909570450,11799543543,28998613920,29293125883,26293243819,29874862292,35939502730,50881955763,60414295293,56261664705,82062234043,47162349125,51989797325,68805712674,72176364418,61805787234,51769002909,26078578072,10236547619,17499012694,28317368583,9752727273,-3431135499,74749592549,1.68113E+11,71491259072
Nepal,,,,,,-45281533.01,-28218926.37,-656254.1016,-5059929.482,-25283950.62,-29432098.77,-32888888.89,-23111101.98,-36567171.46,-62095863.45,-70368961.58,-49445264.96,-34960000,-78614682.33,-77416683.33,-139916666.7,-152833341.7,-172846485.9,-271247885.2,-227059769.5,-221916058.8,-246320174.2,-268913255.9,-381294037.6,-395379410.7,-403897487.5,-458559867,-332501113.6,-377850000,-506077551,-420050226.9,-579784999.1,-559740487.5,-537368845.8,-345813097.9,-502316490.5,-641455782.3,-650860002.6,-813348972,-929747244.6,-1211048644,-1616003938,-1948231956,-2569878630,-2859043816,-4291885800,-4462444951,-4432060436,-5158487757,-5849879970,-6391434590,-6316510579,-8406985329,-10865912856,-11517205870,-9130159284,-12117057230,-14648203188,-11342747485
Nauru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6267044.122,9571519.869,1761586.837,-3943750.29,16498893.54,21544405.58,918048.5593,-48255681.9,-24749448.23,-24133658.23,-41081449.79,-43627240.28,-59661431.43,-86575627.92,-89972884.78,-86376199.42
New Zealand,,,,,,,,,,,-194141561.2,63473744.95,291686922.7,19479615.97,-1715388858,-891122656.4,-350740452.1,-247852276.1,137959866.2,-321546629.3,-251881876.1,-738489717.8,-718135469.8,-285883280.8,-558436171.3,-526854219.9,154203633.3,903744970.6,1799033816,317216073.9,416542162.2,1576074724,1311675883,1707870140,1516576104,1196865037,1109338143,921011158,752671193.2,293736052.7,1565011197,1954629165,2024249593,1557347014,298487395,-1661620784,-430581674.3,166090982.6,-334575103.7,2818414642,3363515074,2607814904,1225812230,3073622676,1632607914,1811049704,1544003759,2033524978,-66424111.03,502676439.1,-1116689274,-9828830103,-13070135579,-7249913004
OECD members,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oman,,,,,,,,12151238.74,104639916.3,150479879.6,138479889.2,101299326.3,57325554.43,61024991.73,427331210.2,353502316.2,418934279.1,390851476.5,262883902.7,759698899.8,1495656630,1930804574,1162999421,1236247829,1120450091,1265218373,-123042185.2,1547464499,725617685.3,,2881664499,1661898570,1950585176,1495448635,1880364109,2065019506,3139141743,2928478544,-1094928479,1635890767,5420026008,4351105332,4267880364,3669700910,3097529259,8460338101,9120936281,6938881664,12972691808,7737321196,14171651495,20299089727,20426527958,17555266580,19097529259,2304291287,-169050715.2,2005201560,10949284785,11014304291,1695708713,5924577373,19947984395,
Other small states,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pakistan,-226585468.3,-321293574.1,-331583368.3,-353632927.3,-399832003.4,-588828223.4,-353002939.9,-496640067.2,-326963460.7,-315833683.3,-274044519.1,-294204115.9,-138453590.5,34332734.32,-327474747.5,-1012323232,-1007373737,-1287878788,-1613232323,-2121212121,-2534646465,-2668888889,-3361895735,-2962440945,-3293781538,-3749340369,-2492684439,-1760384503,-2141612076,-2521859017,-2183424485,-709414528.5,-1541375310,-3157885591,-1433344463,-1644944061,-2864555918,-2927099543,-648129008,-1015745741,-2189379077,-2258502233,-590565118.5,-360577087.2,-2594597881,-7804678761,-12871730102,-13880037998,-21428185430,-16007849852,-13208173651,-12445976549,-18935714487,-16903965151,-19214122052,-20214674061,-22669631240,-30626228241,-37259756128,-32488390584,-24392043074,-31112850067,-44800035832,-25817980021
Panama,-46149900,-38827200,-26011300,-53715700,-34693800,-32354100,-42123000,-20891000,6750700,-30186100,-78331400,-97532200,-135926500,-126799800,-327422300,-288392900,-294310400,-175326500,-252021800,-517317900,-343256800,-477566100,-182648100,67528200,-177016300,-207703800,-211369700,-263778300,115280000,-300677400,-437957800,-816562300,-978414600,-1015434100,-1079342300,-1264813600,115337600,314505100,-457788800,-465030500,-152896100,222490700,-46898200,-136080500,-544831600,-455490600,-575485000,-1022295100,-2054903100,801386400,-1631940800,-969654100,-1713727500,-1854230200,-2670322000,-1007120600,-546489700,-711152800,-967171100,-210400,2189815800,2075771400,1943286800,2835916900
Peru,-1540207.894,-40342815.7,-65477166.56,-112706862.8,-12485257.83,-171534174.6,-220009086,-294255206.1,-43953904.78,41315403.44,136918187,-77548357.44,-59463419.36,-222259286.6,-1002633464,-1828097677,-1284218466,-966402846.7,81804651.35,1343792281,616225600.9,-899795888.4,-748315483.8,40524754.64,781976936.3,1117545718,-356551353.3,-745196258,-466704000,27564709.95,508322308.9,-774221750.9,-1061106846,-1346342115,-1517027864,-3053462186,-2774314468,-2625375375,-3078787465,-1210518540,-1035559758,-968615489.9,-383204935,237698321.5,2596227078,4822398156,8233372015,7515819751,1231415975,5765885399,5870890669,8617697251,4391136441,-343092025.3,-3291248744,-4912325216,-361178550.2,4064422258,3901901142,2590972472,3578887312,6827891069,1374902514,8744530328
Philippines,,,,,,,,,,,,,,,,,,,,,,-1197733595,-1873066430,-1847128737,-335522752.4,420840045.3,813055441.9,-103675612.8,291312180.9,-874773749.1,-2088987380,-1185671234,-2073581707,-3634585117,-3200846889,-4603360361,-5756364749,-6640475323,-3324942723,-290471113,1284389810,-2043575087,-3231875066,-2580367584,-3298092121,-1488407058,2093993161,3717625648,-1757044419,-787556697.1,-738915840.7,-6054453160,-7616276875,-9851262393,-8208058289,-14481031085,-26860444594,-29772797714,-40706015494,-45505202474,-28085930915,-47213793709,-63301036887,-61590587933
Palau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-78066100,-81807400,-74636500,-75182100,-63063600,-57706500,-54363200,-59834200,-69431700,-81561800,-69565400,-86605200,-100531000,-95066000,-110640800,-155868600,-158398500,-155427800,
Papua New Guinea,,-29456004.71,-30576004.89,-37408005.99,-48832007.81,-68656010.98,-91280014.6,-98336015.73,-102928016.5,-148736023.8,-228928036.6,-264625072.8,-146340590.1,130660660.1,103349381.2,-83912013.86,15009832.15,-21227988.6,-67848926.19,-2528812.502,-258143129.3,-512209514,-560492269,-442147663.2,-349785210,-250221430.5,-205885441.2,-204538059.9,-317050976.1,-429088597.2,-267944426.7,-374579831.9,94028612.9,780866721.2,757543781.1,803799281.5,567376176,-44080468.59,197886514.8,355698424.6,596334671.6,402984648.7,87361083.95,544142865.2,520159450,,,,,,,,,,,,,,,,,,,
Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3074248356,-2265123697,-6181517230,-8458019221,-10079130692,-11180202827,-7220254525,-7089158347,-5980085239,-7322203759,-3869901341,-8248693750,-16342780758,-28050731309,-4234743162,-11672802043,-12073518453,-3905983709,5788426753,2208244493,9926780740,13946746588,14895219616,12027244662,21966335667,33983789524,22064950478,11711940419,46613353421
Pre-demographic dividend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,,,,,,,,,,,,-1082300000,-1133500000,-1030500000,-922800000,-1812300000,-2085600000,-1628200000,-1788300000,-1353500000,-1624900000,-1146400000,391100000,14400000,-382400000,431500000,1472500000,1344300000,2093700000,2312100000,3583800000,5418700000,5663900000,3404800000,5098400000,4994700000,3883500000,2559400000,8475400000,9602400000,11422900000,17751500000,18187700000,21425600000,16182600000,17638000000,17488500000,14745000000,19025300000,20155600000,20847100000,19615800000,11775400000,17260500000,19728800000,26370300000,28423700000,25153600000,14039900000,14282800000,17724200000,12858900000,7564500000,7220000000
"Korea, Dem. People's Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,,,,,,,,,,,-404839609.5,-494459364,-399770200.1,-808299264.1,-2073433307,-1851043137,-2113779841,-2499565217,-2256546533,-2220319672,-3725442531,-4769358306,-4394442482,-2676254072,-1526440701,-822089657.6,-786655944.2,-2360348655,-4466105850,-3598389356,-5287396991,-6488605522,-7950987526,-6626869468,-6888712560,-7530287913,-8722525344,-9357416810,-11362958593,-13193669762,-13098469052,-12424660029,-11001387196,-10582015649,-14905302070,-17311334503,-16350314966,-18176093820,-25165708546,-16894818154,-18202971435,-10270004539,-1069897488,2487546494,343995350.6,1474193135,2450560626,2379942262,1499682322,1285251893,-4584592430,-7109880156,-6167579508,2666160825
Paraguay,,,-7380952.381,-5428571.429,-8492063.492,-3523809.524,-13492063.49,-16793650.79,-22865079.37,-25722222.22,-7158730.159,-17063492.06,-555555.5556,6904761.905,-22008054.4,-70206349.21,-57396825.4,-62500000,-94571428.57,-187849206.3,-275976190.5,-383277777.8,-412992647.1,-376195812.7,-197154456.2,-1481052.598,53515677.1,10441563.95,497591112.6,989845822.7,763637466.7,876176218.6,727943294.1,452142645.7,-113233108.9,497146770.4,239398217.1,100173387.3,710589187.1,709670144.7,709972711.4,737391727.5,1116038376,1012334050,1084790238,1091490578,1054564668,1383642073,1009019886,1196565331,823867570.9,670262354,407940683.5,1562167546,745012702.8,924931585,2355629077,2050638579,658580471.9,361208565.2,1339703584,492159930.1,-2097283008,904885487.2
West Bank and Gaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1631200000,-1879100000,-1951700000,-2095900000,-2151200000,-2611900000,-2010400000,-2080300000,-1755800000,-2001300000,-2540600000,-2850600000,-2947100000,-3217800000,-3480300000,-3809900000,-3897000000,-3923800000,-4428800000,-4734700000,-5049400000,-5401200000,-5664400000,-5967400000,-6425700000,-6502400000,-5680400000,-6954100000,-8724600000,-8223900000
Pacific island small states,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Post-demographic dividend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-871531029.8,-843076041.3,-752818529.6,-741325772.1,-887838342.8,-849634467.6,-780416331.2,-930416277.2,-729268983.9,-667719071.3,,,,,-1024355559,-946636263.6,-1107127891,-1439798934,-1201695535,-1295702106,-1226368242,-1100178164,-1147843587,-1034931124,-873595302.6,-791090982.6,-902056456.2,-1414532364,-1332211466,-1381903923,-1564231277,-1455835396,
Qatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,818681236.3,82142802.2,357143049.5,1368681319,1141758242,4256868132,7983791209,6457142857,6238186813,7820329670,12047527473,15774725275,16477472527,19482142857,38375549451,21638461538,48258516484,78045329670,88182692308,85557142857,76224450549,33019780220,8921978022,23011813187,36750000000,25276373626,11868681319,44345054945,87172802198,
Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3615693268,-1134965310,-2112083333,-1310440103,-620812161.3,-1883164149,-2905611417,-2423011353,-3255561890,-1671836398,-1990674715,-3117155452,-2618450282,-4482339947,-6851547206,-10131062278,-14815112801,-24588208756,-27570033722,-11187131578,-11346266402,-11168605475,-9273974973,-1721256870,-842267125.5,-1462552928,-1963818828,-5227450171,-8517798660,-10593297427,-11076034074,-16198953134,-20446264510,-16786961940
Russian Federation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4509283820,1123595506,1481481481,64753026634,33548198884,18027556763,13428951157,16544404558,8919619706,18073158166,33395613323,52012086740,38865272540,37240829346,48937794101,72422769872,1.04616E+11,1.25994E+11,1.1206E+11,1.53407E+11,90978810006,1.23146E+11,1.65215E+11,1.47144E+11,1.23874E+11,1.32221E+11,1.09725E+11,66276014682,83515016703,1.65826E+11,1.29322E+11,75810373408,1.72283E+11,2.89887E+11,87678768683
Rwanda,2800000,2000000,-4400000,-8600002,-800000,-7200000,-10857145.14,-7820001,-11020002,-12600000,-8200002,-14843441.86,-19651483.63,-5362120.779,-28286131.74,-48766032.48,-30717758.02,-25329626.77,-81687004.93,-18917846.64,-149888673.4,-167851645.3,-177283534.8,-135794220.5,-111639995.4,-156205752.3,-147218466.7,-252229253.1,-263114399.8,-268140661.8,-215616683.4,-205282255.2,-257577478.6,-302205615.4,-440805352.7,-267381347.6,-278779978.5,-330924956.3,-350608599.5,-356091677.9,-346126874.7,-288322167.3,-299777756.6,-294164067.5,-301212060.1,-376719144.2,-380268168.6,-351501603.4,-780034277.5,-911926035.8,-967304232.4,-991314745.6,-1267039612,-1228392808,-1331862688,-1600964030,-1620911865,-1167569425,-1307680965,-1482514075,-1682443603,-1726788280,-2155747509,-2134773595
South Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,,,,,,,,,963960711.1,1042836022,1572222222,2591362408,4185774158,11776865468,22585633803,24135407771,22707932011,18443064170,6195798165,23056756397,59490035596,60310278645,17796370134,-11894066570,-12800510783,-6827443401,-7899000810,-5373831776,-3423497997,-4130040053,10541522029,2535380507,4279305741,1194926569,10720160214,13809612817,21247797063,21789586115,4662133333,18576266667,35333333333,28922133333,32810933333,47212533333,69570133333,1.05591E+11,1.12012E+11,1.04039E+11,1.46169E+11,39987200000,87628000000,1.78247E+11,1.84214E+11,1.57743E+11,99158400000,-29296800000,2749866667,38017600000,1.05327E+11,66919200000,664266666.7,73485866667,1.87669E+11,78695733333
Sudan,17518667.48,-12636415.89,-5743825.404,-18093050.02,-33314187.34,-11774842.08,5456634.134,-6892590.485,-29006318.29,5456634.134,-1435956.351,-35324526.24,-16082711.13,-66915565.96,-317346353.6,-511774843.5,-476163126,-543930632.7,-592923337,-791300972.7,-1140000000,-1503064286,-1260107110,-876923076.9,-838461538.5,-494786297.9,-348000000,-680000000,-562222222.2,-855555555.6,-1024444444,-3710656937,-645478027.3,-266957218.1,-669005644.7,-668492938.4,-695247491.2,-837693710.2,-952998950.7,-977998847,314384972.1,-184244465,-508999611.9,-413259157.5,-488035943.5,-2446587397,-2721597876,-357988889.4,2457021773,-1895773731,1310689655,-1405684211,-3064550000,-3375123288,-2786449438,-2861757576,-2247766667,-2314814286,-2123525799,-2979518602,79881902.26,127399586.3,229137025.3,-281371341.7
Senegal,-10732057.06,-20976979.24,-21958733.96,-42274774.98,-48291448.88,-35260894.06,-40275417.39,-55530283.64,-111762719.6,-118713213.6,-92890198.16,-120905430.8,-123162898,-215838572.2,-226833335.5,-262727395.5,-320390928.8,-373799193.1,-473309896.6,-494994369.4,-770399674.9,-948392499,-717190200.8,-753290508.4,-684767650.8,-579136968.5,-631025054.9,-696557972.8,-679173799.1,-648670937,-789138069.1,-809060510.8,-891875573.4,-859567455.4,-619015528.8,-721942267.3,-662800003.5,-638913995.5,-710981169.4,-756643007.8,-790841495.7,-931869615,-974628352.4,-1261395199,-1557460427,-1683277737,-1828626595,-2541703824,-3550995270,-2182849884,-2014419287,-2666759217,-3007037843,-3013229510,-2947006377,-2267340116,-2091854968,-2906997981,-3673626811,-3339746065,-4573902036,-5530794126,-7268884144,-7717991984
Singapore,-96236141.15,-111295496.6,-85946126.05,-133737529.5,-97118142.44,-107865491.5,-79184116.14,-90976800.1,-78138781.27,-156800230,-365017868.7,-461126355.7,-423869931.5,-334720000,-784365589.6,-525462678,-438999704.8,-97013113.16,-280027875.7,-525813544.4,-823737698.9,-483794134.1,-294693993.5,103878504.7,-38570752.48,57428156.2,489841370.8,620924037.8,2425783476,3356887299,3633543557,6003531114,6328550548,5990626263,11915592323,14737243143,15768052135,14747583186,18428037251,14673233598,11853212627,14812613334,17051326157,27295927007,30345491851,38200261116,45646166327,56581040965,40002940218,45619605160,63099153067,76981672412,71489970200,71092623671,73803243755,84076882512,83617121688,91482665605,1.12079E+11,1.11298E+11,1.09808E+11,1.57305E+11,1.92076E+11,1.87333E+11
Solomon Islands,,,,,,,,,,,,,,,,,,,,,-86765072.72,-91936481.09,-91648268.36,-86195037.6,-71444553.92,-78337780.35,-59718633.36,-67389077.58,-120047039.2,-119917566.5,-106770727.3,-142554563,-114750179.3,-131127669.7,-151305327.5,-113332746.1,-43461705.19,-54076711.45,-9552191.2,18395491.49,-18274957.94,-41114175.2,-7260580.147,-49947081.94,-61084253.52,-66202975.8,-96669171.44,-135245687.4,-138888942.7,-109335246.2,-232128435.5,-73875260.61,-59277765.69,-99559923.23,-117269090.5,-97666503.38,-84044683.09,-71126190.03,-68531865.12,-161988910.6,-66720132.06,-187145793.8,-398833723.7,
Sierra Leone,,,,,-1633266.694,-8679996.528,-14419994.23,-14774781.24,-10440004.18,9960003.984,7560003.024,-4693739.514,-5869262.796,7104865.363,-13209252.09,-63604646.79,-43941626.83,-48495420.85,-40208588.02,-79661674.41,-168984568.5,-186437753.4,-131837080.7,-109105567.7,-19362935.52,-15312131.92,-15162813.82,57926739.71,151227163.7,58281644.46,4476848.257,17586260.37,-8913950.947,-33020912.12,35225159.84,-68373831.35,-138478874.2,-15972775.88,-48474755.34,-40788273.99,-135186951.1,-215307052.7,-266793694.5,-250318825.3,-183192022.6,-193548699.7,-154240390.2,-196169015.9,-305041899.8,-354269342.7,-455991535.6,-1164179789,-738217851.7,-1485908595,-1086569855,-1184513160,-1087291453,-822056456.1,-952174445.3,-1185573550,-724488360.9,-791819587.8,-818449206.8,-821998171.8
El Salvador,,,,,,-21280000,-47560000,-29480000,-17720000,-27360000,3240000,-23520000,12240000,-43600000,-140160000,-97400000,-29640000,20360000,-289760100,-5880000,32760000,-237480000,-193513600,-190070900,-248349900,-287422100,-165115800,-281417600,-271267100,-457015400,-608053458,-698660500,-953944800,-987523100,-1175191700,-1449972700,-1246211200,-1176867900,-1323240700,-1376411000,-1774285500,-1949502700,-1886066700,-2170692600,-2466327000,-2819470000,-3452170000,-4505900000,-4889700000,-3198000000,-3623900000,-4323100000,-4385540000,-4618410000,-4292460000,-4122300000,-3846900000,-4057900000,-4622570000,-4335980000,-4337760000,-7052280000,-7941130000,-6350880000
San Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390922195.3,381626043.8,362390620.1,392435334.5,335040074.9,371569042,485341704.6,446726691.6,
Somalia,-7994014.722,-13580012.49,-29959994.74,-21840004.7,-33180009.13,-8497983.161,-19599992.16,-23379990.65,-18997992.4,-23471428.57,-16857156.57,-22024116.52,-20056951.99,-65748611.64,-105321658.5,-102494073.4,-111485331.2,-194202889.3,-170994342.5,-302427800.5,-333831293.7,-304470475.1,-325891971.2,-360031823.1,-366490400.5,-113728919.4,-208682717.4,-247643144.9,-180270962.5,-406520818.2,-256356574.3,,,,,,,,,,,,,,,,,,,,,,-2159151960,-2334254796,-2484707926,-2629194400,-2783701100,-3245437180,-3574240004,-3823400000,-4174640000,-4437200007,-5651930470,-5837317460
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-514548022.6,-1464562384,-1927743856,-939546197.7,-886678386.1,-338711235,-1966114243,-2855061391,-3344568241,-6262333551,-4755717708,-5859027668,-9075405237,-11372467630,-6016270942,-5107895519,-6305016541,-5966049927,-3974741336,-3799075051,-2790839289,-2019794595,-2976987041,-4340872218,-5200807589,-4533777383,-5068837720,-6972921172,-3532643820
Sub-Saharan Africa (excluding high income),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5074239994,3154793445,4661787149,5802726798,1675690949,-5772963153,1696229695,929991454.4,,,,,,,,
Sub-Saharan Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Small states,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suriname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192440864.5,201821493.6,164298725,12750455.37,617392549.1,,,,,,,,,,,,,
Slovak Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1210890046,-657818024.5,-1002909820,-1188868587,478429232.4,-156431372.5,-3672266160,-2853180016,-3275846292,-1441026743,-680355170.3,-2276880133,-2256438656,-208333727.5,-877380279.5,-2154882540,-1720334872,151060941.9,-2072600373,-466584010.5,-862224908.5,87768346.52,4592965327,4812877978,4194344005,1749394493,1685873214,1209464910,1194797659,-36447851.09,1144673532,-549366315.7,-6893664968,2103311847
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1814088983,980443478.3,724663915.1,36182010.58,188714418.6,-478588758.6,-268309136,-236221488.6,-374681188.7,-983310481.2,-746134309.1,-217282329.7,232806982.5,-94071502.95,-497969606.4,-231748538.7,-18936143.52,-638818187.5,-1174165862,721320098.2,513814637.1,631560721.3,1585490891,2273255976,3383417826,3463726161,3824379034,4363558478,4576338078,4673904592,4801741043,3612973597,1046173284,4428033990
Sweden,-37576861.29,127599494.6,114150591.9,107295080.7,120188235.7,-120435084.3,-88233802.09,72235418.55,38768577.81,-7522215.204,-67186460.99,572290134.4,833838400.8,1709287890,-154673604.5,180600404.6,-1007797011,-1054375223,1383327210,-593045415.3,-1836616465,248975984.5,-163747333.9,2234508223,3828022196,1865020863,4507438514,3254871617,3217945881,899263211.8,763467256.9,3694739644,3949476974,6318832387,8401632970,16016990734,16774828512,17349015704,16049761632,15100697134,13191591539,12679710720,14002115620,17849078070,25767801984,25437101069,29008023637,28913268628,26856366919,21536752985,22969468596,25311450400,24012342407,22378973606,17871132822,16354665456,13149043398,10009871686,9108752719,21081057221,22836801605,27534794262,11050150617,23264867809
Eswatini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sint Maarten (Dutch part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
